neighbor_count	neighbors[list]	SelectedFingers.2.0	Flexion.2.0	FlexionChange.2.0	Spread.2.0	SpreadChange.2.0	ThumbPosition.2.0	ThumbContact.2.0	SignType.2.0	Movement.2.0	RepeatedMovement.2.0	MajorLocation.2.0	MinorLocation.2.0	SecondMinorLocation.2.0	Contact.2.0	NonDominantHandshape.2.0	UlnarRotation.2.0
2	[arm_2;K_01_095,cannon;G_02_037]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Arm	WristBack	ForearmBack	1		0
2	[ceiling;J_01_091,very_interested;G_02_039]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Head	HeadAway	HeadAway	0	flat_b	1
4	[concerned;G_02_047,depress;E_02_059,event;F_03_049,tendency;G_03_089]	m	Flat	0.0			Open	0.0	SymmetricalOrAlternating	Straight	0	Body	TorsoTop	BodyAway	1	open_8	0
2	[concerned;G_02_047,tendency;G_03_089]	m	Flat	0.0			Open	0.0	SymmetricalOrAlternating	Straight	1	Body	Clavicle	BodyAway	1	open_8	0
2	[celery;G_02_048,kiss_fist;J_03_038]	imrp	FullyClosed	0.0		0.0	Closed	1.0	OneHanded	Straight	0	Head	Mouth	HeadAway	1		1
2	[celery;G_02_048,kiss_fist;J_03_038]	imrp	FullyClosed	0.0		0.0	Closed	1.0	OneHanded	Curved	0	Head	Mouth	HeadAway	1		0
3	[disappoint;G_03_018,miss;G_02_049,single;H_01_018]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Z-shaped	0	Head	Chin		1		0
2	[miss;G_02_049,single;H_01_018]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	Chin	Chin	1		0
3	[deaf_school;H_01_022,miss;G_02_049,think_over;D_02_054]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	Chin		0		0
7	[disagreement;B_02_066,dont_mind;B_03_033,hear_1;E_01_097,humble;A_01_009,miss;G_02_049,sneeze_2;K_02_023,spot_something;G_01_002]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	UpperLip		1		0
2	[before;G_02_053,dispatch;G_02_102]	imrp	Flat	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	0	Hand	FingerFront	HandAway	1	flat_b	0
2	[count;G_02_054,mosquito;H_03_053]	i	Curved	0.0			Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	PalmBack	FingerFront	1	B	0
4	[accountant;A_03_044,count;G_02_054,mosquito;H_03_053,score;H_01_060]	i	Curved	0.0			Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm		1	B	0
2	[edit;G_02_057,vlog;J_03_027]	i	Bent	1.0			Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	baby_o	1
2	[edit;G_02_057,knitting_2;K_02_025]	i	Bent	0.0			Open	1.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	baby_o	1
3	[edit;G_02_057,team;E_01_071,tie_up_1;K_03_035]	i	Bent	0.0			Open	1.0	SymmetricalOrAlternating	Other	0	Neutral	Neutral	Neutral	1	baby_o	1
2	[boyfriend;G_02_058,talk_2;H_01_023]	imrp	Flat	1.0	0.0	0.0	Open	1.0	OneHanded		0	Head	Mouth		0		0
2	[boyfriend;G_02_058,why_not;H_02_034]	imrp	FullyOpen	1.0	0.0	0.0	Open	1.0	OneHanded		0	Head	HeadAway		0		0
2	[boyfriend;G_02_058,why_not;H_02_034]	imrp	Flat	1.0	0.0	0.0	Open	0.0	OneHanded		0	Head	HeadAway		0		0
2	[ruin;G_02_060,tow_1;H_01_086]	i	Bent	0.0			Closed	0.0	DominanceViolation	Straight	0	Hand	FingerFront	HandAway	1	DominanceConditionViolation	0
2	[ruin;G_02_060,tow_1;H_01_086]	i	Bent	0.0			Closed	0.0	DominanceViolation	Straight	0	Hand	FingerRadial		1	DominanceConditionViolation	0
2	[blouse;J_02_104,our;G_02_067]	imrp	Flat	0.0	1.0	0.0	Open	0.0	OneHanded	Curved	0	Body	TorsoTop	TorsoTop	1		1
2	[braids;K_03_125,dreadlocks;G_02_069]	im	Crossed	0.0	0.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Head	Other	HeadAway	0	r	1
2	[braids;K_03_125,dreadlocks;G_02_069]	im	Crossed	0.0	0.0	0.0	Closed	0.0	SymmetricalOrAlternating	Other	0	Head	Other	HeadAway	1	r	1
2	[easy_to_do;G_02_073,minimum;J_03_077]	imrp	FullyOpen	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	1	Hand	FingerBack	HandAway	1	open_b	0
2	[analyze;G_02_075,very;G_02_101]	im	FullyOpen	0.0	1.0	0.0	Closed	0.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	1	v	0
3	[analyze;G_02_075,news_to_me;H_01_078,very;G_02_101]	im	FullyOpen	1.0	1.0	0.0	Closed	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	v	0
2	[analyze;G_02_075,news_to_me;H_01_078]	im	FullyOpen	1.0	1.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	v	0
2	[noose;G_02_076,whistle_3;K_03_055]	i	Curved	0.0			Open	0.0	OneHanded		0	Head	Neck		1		0
2	[noose;G_02_076,whistle_3;K_03_055]	i	Curved	0.0			Open	0.0	OneHanded		0	Body	Mouth		1		0
4	[brush;A_01_072,hairdryer_2;K_03_056,take_pill;F_01_045,watch;G_02_078]	i	Bent	0.0			Open	1.0	OneHanded	Straight	0	Head	HeadAway	HeadAway	0		0
2	[hairdryer_2;K_03_056,watch;G_02_078]	i	Bent	0.0			Open	0.0	OneHanded	Z-shaped	0	Head	HeadAway	HeadAway	0		0
3	[point_index;K_02_083,quarter;H_02_049,should;G_02_079]	i	Flat	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
2	[instagram;H_03_083,should;G_02_079]	i	Curved	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
3	[point_index;K_02_083,quarter;H_02_049,should;G_02_079]	i	Flat	0.0			Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
2	[lift;G_02_082,rob;G_02_093]	im	FullyOpen	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	open_b	0
2	[lift;G_02_082,rob;G_02_093]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	open_h	0
2	[lift;G_02_082,swear_in;J_02_016]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	0	Neutral	Neutral	Neutral	0	open_b	0
2	[kindergarten;H_03_062,program;G_02_084]	im	Stacked	0.0		0.0	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	HandAway	HandAway	0	B	0
2	[kindergarten;H_03_062,program;G_02_084]	im	Stacked	0.0		0.0	Open	1.0	AsymmetricalDifferentHandshape	BackAndForth	1	Hand	HandAway	HandAway	0	B	0
3	[blow_candle_2;K_02_022,finger;G_02_097,where;B_02_035]	i	FullyOpen	0.0			Closed	0.0	OneHanded		1	Neutral	Neutral		0		0
2	[stamp_1;G_02_098,surgery;H_03_046]	t					Open		AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	B	0
2	[stamp_1;G_02_098,surgery;H_03_046]	t					Open		AsymmetricalDifferentHandshape	BackAndForth	0	Hand	Palm	Heel	1	B	0
2	[dispatch;G_02_102,pet_2;K_02_085]	imrp	Flat	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	0	Hand	PalmBack	HandAway	1	flat_b	0
2	[dispatch;G_02_102,pet_2;K_02_085]	imrp	Flat	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	1	Hand	PalmBack	HandAway	1	flat_b	0
2	[hell;G_03_008,short_word;J_02_087]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0		0
2	[hell;G_03_008,short_word;J_02_087]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	h	0
2	[carve;K_02_026,nail;G_03_010]	i	Bent	0.0			Open	1.0	AsymmetricalDifferentHandshape	Curved	1	Hand	HandAway	HandAway	0	S	0
2	[carve;K_02_026,nail;G_03_010]	i	Bent	0.0			Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	HandAway	HandAway	0	S	1
2	[bloom;G_03_014,clash;K_01_032]	imrp	Curved	1.0	0.0	1.0	Open	1.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral		1	o	0
2	[bark;J_02_051,saxophone;G_03_015]	imrp	Flat	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	Neutral		0	flatspread_5	0
2	[bark;J_02_051,saxophone;G_03_015]	imrp	Flat	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral		0	flatspread_5	0
2	[bark_2;K_01_074,saxophone;G_03_015]	imrp	Flat	1.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	Neutral		0	flatspread_5	0
2	[bark_2;K_01_074,saxophone;G_03_015]	imrp	Flat	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	Neutral		0	flat_b	0
2	[saxophone;G_03_015,wade_2;K_03_024]	imrp	Flat	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral		0	flatspread_5	0
2	[saxophone;G_03_015,wade_2;K_03_024]	imrp	Flat	1.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		1	Neutral	Neutral	Neutral	0	flatspread_5	0
4	[if;G_03_017,lonely;B_03_078,nose;G_03_075,sound;H_02_096]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Head	Eye		1		0
4	[if;G_03_017,lonely;B_03_078,nose;G_03_075,sound;H_02_096]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Head	Eye		1		0
5	[deaf;E_03_098,disappoint;G_03_018,dont_mind;B_03_033,nose;G_03_075,sshh;E_02_016]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	0	Head	CheekNose		1		0
3	[disappoint;G_03_018,miss;G_02_049,single;H_01_018]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Z-shaped	0	Head	Chin		1		0
4	[cleftchin;E_01_054,disappoint;G_03_018,red_faced;F_03_030,single;H_01_018]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	0	Head	Chin	Chin	1		0
3	[disappoint;G_03_018,lesbian;H_01_057,wrong;C_03_050]	i	FullyOpen	0.0			Open	0.0	OneHanded	Straight	0	Head	Chin		1		0
2	[addict;H_02_073,disappoint;G_03_018]	i	Bent	0.0			Closed	0.0	OneHanded	Straight	0	Head	Chin		1		0
6	[deaf;E_03_098,disagreement;B_02_066,disappoint;G_03_018,intelligent;H_02_080,sshh;E_02_016,think;C_03_053]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	0	Head	Forehead		1		0
3	[ask;B_02_023,blow_candle_2;K_02_022,ice;G_03_020]	i	FullyOpen				Closed	0.0	OneHanded		0	Neutral	Neutral		0		0
2	[blow_candle_2;K_02_022,ice;G_03_020]	p	FullyOpen	0.0			Closed	0.0	OneHanded		0	Neutral	Neutral		0		0
2	[cheer;J_03_060,going_through_a_hard_time;G_03_021]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Circular	1	Head	HeadAway	HeadAway	1	s	0
2	[cheer;J_03_060,going_through_a_hard_time;G_03_021]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Circular	1	Head	Chin	HeadAway	0	s	0
2	[juice_1;G_03_022,turn;J_01_065]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	1	Neutral	Neutral		0		1
2	[iron_2;K_02_106,juice_1;G_03_022]	p	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	1	Neutral	Neutral	Neutral	0		1
2	[brick;H_02_085,form;G_03_023]	i	Curved	1.0			Open	1.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral	Neutral	1	f	0
2	[form;G_03_023,hang_clothes;K_02_069]	i	Curved	0.0			Open	1.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral	Neutral	0	f	0
2	[melon;G_03_025,oil_2;K_03_068]	m	Flat	1.0			Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	PalmBack	HandAway	1	C	0
2	[melon;G_03_025,oil_2;K_03_068]	m	Curved	1.0			Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	PalmBack	HandAway	1	B	0
3	[deep;C_03_006,once;J_02_059,plummet;G_03_028]	i	Flat	0.0			Closed	0.0	AsymmetricalDifferentHandshape	Curved	0	Hand	Palm	HandAway	1	B	0
3	[hit_1;F_02_005,protest;H_03_026,resist;G_03_030]	imrp	FullyClosed	0.0		0.0	Closed	1.0	OneHanded	Curved	0	Neutral	Neutral		0		0
2	[protest;H_03_026,resist;G_03_030]	imrp	FullyClosed	0.0		0.0	Closed	1.0	OneHanded	Straight	0	Neutral	Neutral		0		1
2	[drag;K_01_022,resist;G_03_030]	imrp	FullyClosed	0.0			Closed	1.0	OneHanded	Straight	0	Neutral	Neutral		0		0
2	[bend;G_03_031,deal_cards;J_02_074]	i	Bent	0.0			Open	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	bent_l	0
2	[bend;G_03_031,deal_cards;J_02_074]	i	Bent	0.0			Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	baby_o	0
3	[guilty;D_03_085,heartbody;H_02_063,tend_your;G_03_032]	m	Flat	0.0			Open	0.0	OneHanded	Straight	1	Body	Clavicle		1		0
3	[heart_touch;E_03_097,heartbody;H_02_063,tend_your;G_03_032]	m	Flat	0.0			Open	0.0	OneHanded	Straight	0	Body	TorsoTop		1		0
3	[heart_touch;E_03_097,model_1;H_02_089,tend_your;G_03_032]	m	Flat	0.0			Open	0.0	OneHanded		0	Body	Clavicle		1		0
2	[model_1;H_02_089,tend_your;G_03_032]	m	Flat	0.0			Open	0.0	OneHanded	Straight	0	Body	Shoulder		1		0
2	[elevator;G_03_036,model_2;J_02_005]	imrp	Flat	0.0	0.0	0.0	Closed	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	FingerFront	1	B	0
2	[get_off;H_01_093,join;G_03_039]	im	Curved	0.0	0.0	0.0	Closed	0.0	AsymmetricalDifferentHandshape	Curved	0	Hand	FingerUlnar		1	C	0
2	[beak;G_03_048,dont_feel_like;J_01_005]	i	FullyOpen	0.0			Open	0.0	OneHanded	Curved	0	Head	CheekNose	HeadAway	1		1
2	[beak;G_03_048,dont_feel_like;J_01_005]	i	Curved	0.0			Closed	0.0	OneHanded	Curved	0	Head	CheekNose	HeadAway	1		1
2	[basketball;H_02_004,jellyfish;G_03_049]	imrp	Flat	1.0	1.0	0.0	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
2	[cheek;G_03_052,recent;J_02_056]	i	Bent	0.0			Closed	1.0	OneHanded	Straight	1	Head	CheekNose		1		0
4	[cheek;G_03_052,ear;D_02_071,lollipop;E_02_095,theory;J_03_042]	i	Bent	0.0			Open	1.0	OneHanded	Straight	1	Head	Forehead		1		0
4	[cat;A_01_023,cheek;G_03_052,magnify_1;G_01_073,theory;J_03_042]	i	Bent	0.0			Open	1.0	OneHanded	Straight	1	Head	CheekNose	HeadAway	1		0
2	[cheek;G_03_052,witch_2;K_03_022]	i	Bent	0.0			Open	1.0	OneHanded		1	Head	CheekNose		1		0
3	[cheek;G_03_052,tan;F_02_072,witch_2;K_03_022]	i	Bent	0.0			Open	1.0	OneHanded	Straight	0	Head	CheekNose		1		0
2	[harmonica;G_03_054,teach_2;K_02_055]	imrp	Flat	0.0	0.0	0.0	Open	1.0	SymmetricalOrAlternating	Straight	1	Head	HeadAway	HeadAway	0	flat_b	0
2	[harmonica;G_03_054,teach_2;K_02_055]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	1	Head	HeadAway	HeadAway	0	flat_o	0
2	[cancer;G_03_056,erase_3;K_01_099]	imrp	Curved		0.0	0.0	Open	0.0	OneHanded	Other	0	Neutral	Neutral	Neutral	0		0
2	[cancer;G_03_056,file_4;K_02_036]	imrp	Curved		0.0	0.0	Open	0.0	OneHanded	Z-shaped	0	Neutral	Neutral	Neutral	0		0
2	[cancer;G_03_056,greet_2;K_02_095]	imrp	Curved		0.0	0.0	Open	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0		0
2	[tongue;G_03_057,whisper;H_03_075]	imrp	Flat	1.0	0.0	0.0	Closed	0.0	OneHanded		1	Head	Mouth		1		0
2	[tongue;G_03_057,whisper;H_03_075]	im	Flat	1.0	1.0	0.0	Closed	0.0	OneHanded		1	Head	Mouth		1		0
2	[naked;H_01_087,touch;G_03_063]	m	Flat	0.0			Open	0.0	AsymmetricalDifferentHandshape	Curved	0	Hand	PalmBack	HandAway	1	5	0
3	[naked;H_01_087,sharp_2;H_01_105,touch;G_03_063]	m	Flat	0.0			Open	0.0	AsymmetricalDifferentHandshape	BackAndForth	0	Hand	PalmBack	HandAway	1	C	0
3	[naked;H_01_087,sharp_2;H_01_105,touch;G_03_063]	m	Flat	0.0			Open	0.0	AsymmetricalDifferentHandshape	BackAndForth	0	Hand	PalmBack	HandAway	1	C	0
2	[sharp_2;H_01_105,touch;G_03_063]	m	Flat	0.0			Open	0.0	AsymmetricalDifferentHandshape	BackAndForth	0	Hand	PalmBack	HandAway	1	5	1
2	[dark;J_03_094,overwhelmed;G_03_064]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Head	HeadAway	HeadAway	0	flat_b	0
2	[dark;J_03_094,overwhelmed;G_03_064]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Head	HeadAway	HeadAway	0	open_b	0
2	[axe;G_03_066,improve;H_02_003]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Curved	0	Arm	ForearmBack		1		0
2	[axe;G_03_066,improve;H_02_003]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Curved	0	Arm	ForearmUlnar	UpperArm	1		0
2	[temporary;G_03_067,trim_2;K_01_062]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	DominanceViolation	Z-shaped	1	Hand	FingerRadial	FingerRadial	1	DominanceConditionViolation	0
2	[sharpen_2;K_03_097,temporary;G_03_067]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	DominanceViolation	Straight	1	Hand	FingerRadial	FingerRadial	1	DominanceConditionViolation	1
3	[look_back;J_01_094,mexican_1;J_02_045,nonsense;G_03_071]	im	FullyOpen	0.0	1.0	0.0	Closed	0.0	OneHanded	Curved	0	Head	Forehead	HeadAway	1		0
2	[look_back;J_01_094,nonsense;G_03_071]	imrp	FullyOpen	0.0	1.0	0.0	Closed	0.0	OneHanded	Curved	0	Head	Eye	HeadAway	1		0
2	[mexican_1;J_02_045,nonsense;G_03_071]	imrp	FullyOpen	0.0	1.0	0.0	Closed	0.0	OneHanded	Curved	1	Head	Forehead	HeadAway	1		0
5	[eagle;D_03_066,lesbian;H_01_057,nose;G_03_075,snorkel;E_01_102,telephone;A_02_040]	i	FullyOpen	0.0			Open	0.0	OneHanded	Straight	1	Head	CheekNose		1		0
4	[candy_1;A_01_018,dont_mind;B_03_033,nose;G_03_075,recent;H_03_090]	i	FullyOpen	0.0			Closed	0.0	OneHanded		1	Head	CheekNose		1		0
4	[glass_3;K_02_059,mind;B_01_046,nose;G_03_075,recent;J_02_056]	i	Curved	0.0			Closed	0.0	OneHanded	Straight	1	Head	CheekNose		1		0
6	[glass_3;K_02_059,lonely;B_03_078,nose;G_03_075,snorkel;E_01_102,sound;H_02_096,sshh;E_02_016]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	1	Head	Mouth		1		0
2	[chew_4;K_03_094,ocean;G_03_076]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Head	Chin		1	5	0
2	[chew_4;K_03_094,ocean;G_03_076]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating		0	Head	Mouth		1	5	0
6	[bored;B_01_017,fake;G_03_080,intelligent;H_02_080,mouse;A_03_009,red_faced;F_03_030,sure;C_03_044]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Straight	0	Head	CheekNose	HeadAway	1		0
6	[TRUE;D_03_038,fake;G_03_080,for;B_03_049,intelligent;H_02_080,really;B_02_021,tell;C_02_013]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Curved	0	Head	Forehead	HeadAway	1		0
2	[goody_goody;G_03_083,goody_goody_shoe_opposite;J_01_072]	imp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded	Curved	0	Neutral	Neutral		0		0
2	[goody_goody;G_03_083,goody_goody_shoe_opposite;J_01_072]	imp	FullyOpen	0.0	0.0	0.0	Open	0.0	OneHanded		0	Neutral	Neutral	Neutral	0		0
2	[cross_2;H_01_007,kick;G_03_087]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalSameHandshape	Curved	0	Hand	FingerRadial	FingerUlnar	1	closed_b	0
2	[kick;G_03_087,range;H_01_101]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalSameHandshape	Curved	0	Hand	Palm	FingerUlnar	1	closed_b	0
2	[senate;G_03_099,shave_4;K_02_043]	imrp	FullyClosed	0.0		0.0	Closed	1.0	OneHanded	Straight	0	Body	Clavicle	Clavicle	1		0
2	[senate;G_03_099,shave_4;K_02_043]	imrp	FullyClosed	0.0		0.0	Closed	1.0	OneHanded	Curved	0	Body	Clavicle	TorsoBottom	1		0
3	[megaphone;G_03_102,nothing_at_all;J_03_032,visualize;H_01_027]	imrp	FullyClosed	1.0		0.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Head	UnderChin	HeadAway	1	s	0
2	[megaphone;G_03_102,nothing_at_all;J_03_032]	imrp	FullyClosed	1.0		0.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Head	Mouth		1	s	0
4	[balloon;A_02_086,bubbles;E_02_052,imagine_2;K_03_020,megaphone;G_03_102]	imrp	FullyClosed	1.0		1.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Head	Mouth	HeadAway	1	s	0
3	[imagine_2;K_03_020,megaphone;G_03_102,visualize;H_01_027]	imrp	FullyClosed	1.0		0.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Head	Forehead	HeadAway	1	s	0
2	[cross_2;H_01_007,range;H_01_101]	imrp	FullyOpen	0.0	0.0	0.0	Closed	0.0	AsymmetricalSameHandshape	Curved	0	Hand	FingerRadial	Palm	1	closed_b	0
2	[suspend;H_01_016,tow_3;K_02_010]	i	Bent	0.0			Closed	0.0	DominanceViolation	Straight	0	Neutral	Neutral	Neutral	1	bent_1	0
2	[suspend;H_01_016,tow_3;K_02_010]	i	Bent	0.0			Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	DominanceConditionViolation	0
2	[honey_2;J_03_052,single;H_01_018]	i	Bent	0.0			Closed	0.0	OneHanded	Z-shaped	0	Head	Chin	Chin	1		0
2	[honey_2;J_03_052,single;H_01_018]	i	FullyOpen	0.0			Closed	0.0	OneHanded	Other	0	Head	Chin	Chin	1		0
2	[peg_2;K_03_083,waterdrop;H_01_019]	i	Flat	1.0			Open	1.0	OneHanded	Straight	0	Neutral	Neutral		0		0
3	[eleven;E_01_052,peg_2;K_03_083,waterdrop;H_01_019]	i	FullyClosed	1.0			Open	1.0	OneHanded		0	Neutral	Neutral		0		0
2	[blow_candle_2;K_02_022,deaf_school;H_01_022]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Neutral	Other		0		0
3	[blow_candle_2;K_02_022,deaf_school;H_01_022,think_over;D_02_054]	i	FullyOpen	0.0			Closed	0.0	OneHanded		0	Head	Neutral		0		0
3	[megaphone;G_03_102,nothing_at_all;J_03_032,visualize;H_01_027]	imrp	FullyClosed	1.0		0.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Head	UnderChin	HeadAway	1	s	0
2	[nothing_at_all;J_03_032,visualize;H_01_027]	imrp	FullyClosed	1.0		0.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Head	HeadAway		1	s	0
3	[imagine_2;K_03_020,megaphone;G_03_102,visualize;H_01_027]	imrp	FullyClosed	1.0		0.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Head	Forehead	HeadAway	1	s	0
2	[all_together;J_01_044,wring;H_01_029]	imrp	Curved	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	curved_5	1
2	[generation;H_01_032,navy;H_03_049]	imrp	Flat	1.0	0.0	0.0	Open	1.0	SymmetricalOrAlternating	Circular	1	Body	BodyAway	BodyAway	0	flat_o	0
2	[generation;H_01_032,navy;H_03_049]	imrp	Flat	0.0	0.0	0.0	Open	1.0	SymmetricalOrAlternating	Straight	1	Body	BodyAway	BodyAway	0	flat_o	0
2	[escalate;H_01_033,hundred;H_03_027]	imrp	Curved	0.0	0.0	0.0	Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0		0
2	[bullshit;J_03_053,escalate;H_01_033]	imrp	FullyOpen		0.0	0.0	Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0		0
2	[bullshit;J_03_053,escalate;H_01_033]	imrp	FullyOpen	0.0	0.0		Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0		0
6	[cheerleader;H_02_045,fight;B_03_058,structure;H_01_035,support_2;F_03_066,system;H_01_061,year;B_02_015]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Z-shaped	0	Neutral	Neutral	Neutral	1	s	0
5	[can;D_03_027,canoe;D_01_045,cheerleader;H_02_045,pop_4;K_03_031,structure;H_01_035]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Other	0	Neutral	Neutral	Neutral	0	s	0
4	[decorate_2;K_02_030,plunger;A_01_087,slave;E_03_094,structure;H_01_035]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Other	1	Neutral	Neutral	Neutral	1	s	0
5	[can;D_03_027,canoe;D_01_045,cheerleader;H_02_045,pop_4;K_03_031,structure;H_01_035]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Other	0	Neutral	Neutral	Neutral	0	s	0
2	[boots_2;K_03_101,structure;H_01_035]	imrp	FullyClosed	0.0		0.0	Closed	1.0	SymmetricalOrAlternating	Other	0	Neutral	Neutral		1	s	0
2	[trim_1;K_03_111,wade;H_01_036]	im	FullyOpen	0.0	1.0	1.0	Closed	0.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	v	0
2	[trim_1;K_03_111,wade;H_01_036]	im	FullyOpen	0.0	1.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	v	0
