neighbors[list]	SelectedFingers.2.0	Flexion.2.0	FlexionChange.2.0	Spread.2.0	SpreadChange.2.0	ThumbPosition.2.0	ThumbContact.2.0	SignType.2.0	Movement.2.0	RepeatedMovement.2.0	MajorLocation.2.0	MinorLocation.2.0	SecondMinorLocation.2.0	Contact.2.0	NonDominantHandshape.2.0	UlnarRotation.2.0
[pay_off_bills;F_03_036,tablet;K_02_126]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	HandAway	1	B	0
[deaf;F_03_038,dont_feel_like;J_01_005]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	Curved	0	Head	CheekNose	Chin	1	nan	1
[deaf;F_03_038,dont_feel_like;J_01_005]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	Curved	0	Head	Other	HeadAway	1	nan	1
[half;F_03_040,bullshit;J_03_053]	imrp	FullyOpen	nan	nan	nan	Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[half;F_03_040,bullshit;J_03_053]	i	FullyOpen	nan	0.0	nan	Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[half;F_03_040,point_index;K_02_083]	i	Flat	nan	nan	nan	Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[half;F_03_040,point_index;K_02_083]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[ready;F_03_042,fingers_crossed;J_01_006]	im	Crossed	0.0	0.0	0.0	Closed	0.0	SymmetricalOrAlternating	nan	0	Neutral	Neutral	Neutral	0	r	0
[ready;F_03_042,fingers_crossed;J_01_006]	im	Crossed	0.0	0.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	nan	0	r	0
[ready;F_03_042,short_word;J_02_087]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	r	0
[ready;F_03_042,short_word;J_02_087]	im	Crossed	0.0	0.0	0.0	Closed	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	h	0
[get_through;F_03_047,go_through;J_03_017]	imrp	Flat	0.0	0.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	FingerFront	HandAway	1	5	0
[get_through;F_03_047,go_through;J_03_017]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	FingerFront	FingerFront	1	5	0
[event;F_03_049,concerned;G_02_047]	m	Flat	0.0	nan	nan	Open	0.0	SymmetricalOrAlternating	Straight	0	Body	TorsoTop	BodyAway	1	open_8	0
[event;F_03_049,concerned;G_02_047]	m	Flat	0.0	nan	nan	Open	0.0	SymmetricalOrAlternating	Curved	1	Body	TorsoTop	BodyAway	1	open_8	0
[thrilled;G_02_070,event;F_03_049]	m	Flat	0.0	nan	nan	Open	0.0	SymmetricalOrAlternating	Curved	0	Body	TorsoMid	BodyAway	1	open_8	0
[thrilled;G_02_070,event;F_03_049]	m	Flat	0.0	nan	nan	Open	0.0	SymmetricalOrAlternating	Curved	0	Body	TorsoTop	BodyAway	1	open_8	1
[tendency;G_03_089,event;F_03_049]	m	Flat	0.0	nan	nan	Open	0.0	SymmetricalOrAlternating	Straight	0	Body	TorsoTop	BodyAway	1	open_8	0
[tendency;G_03_089,event;F_03_049]	m	Flat	0.0	nan	nan	Open	0.0	SymmetricalOrAlternating	Curved	0	Body	Clavicle	BodyAway	1	open_8	0
[cheerleader;H_02_045,support_2;F_03_066]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Z-shaped	0	Neutral	Neutral	Neutral	1	s	0
[cheerleader;H_02_045,support_2;F_03_066]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	s	0
[support_2;F_03_066,decorate_2;K_02_030]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	1	s	0
[support_2;F_03_066,decorate_2;K_02_030]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	s	0
[support_2;F_03_066,pop_4;K_03_031]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral	Neutral	1	s	0
[support_2;F_03_066,pop_4;K_03_031]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	s	0
[time_progress;H_02_061,crack;F_03_067,nice;G_03_059]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Z-shaped	0	Hand	Palm	FingerFront	1	open_b	0
[crack;F_03_067,against;H_03_003]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Z-shaped	0	Hand	Palm	nan	1	open_b	0
[crack;F_03_067,slice_3;K_02_057,spread_3;K_01_083]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Z-shaped	0	Hand	HandAway	Palm	1	open_b	0
[signing_fluently;F_03_069,toss_out;H_02_037]	imrp	FullyClosed	1.0	nan	0.0	Closed	1.0	SymmetricalOrAlternating	nan	0	Neutral	Neutral	Neutral	0	s	0
[signing_fluently;F_03_069,toss_out;H_02_037]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral	Neutral	0	s	0
[signing_fluently;F_03_069,articulate_sign;J_01_014]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	s	0
[signing_fluently;F_03_069,articulate_sign;J_01_014]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	Neutral	0	s	0
[signing_fluently;F_03_069,pop_2;K_01_049]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	BackAndForth	0	Neutral	Neutral	Neutral	0	s	0
[signing_fluently;F_03_069,pop_2;K_01_049]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	nan	0	Neutral	Neutral	Neutral	1	s	0
[signing_fluently;F_03_069,load_2;K_02_003]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	s	0
[signing_fluently;F_03_069,load_2;K_02_003]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	Neutral	0	s	0
[argue;F_03_072,back_up;G_01_102]	i	FullyOpen	0.0	nan	nan	Closed	0.0	SymmetricalOrAlternating	Other	1	Neutral	Neutral	Neutral	0	1	0
[argue;F_03_072,back_up;G_01_102]	i	FullyOpen	0.0	nan	nan	Closed	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	1	0
[argue;F_03_072,long_word;H_02_047]	i	FullyOpen	0.0	nan	nan	Closed	0.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	1	0
[argue;F_03_072,long_word;H_02_047]	i	FullyOpen	0.0	nan	nan	Closed	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	1	0
[meditate;J_01_037,marionette;F_03_073]	m	Curved	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	1	0
[meditate;J_01_037,marionette;F_03_073]	m	Curved	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	nan	0	1	0
[marionette;F_03_073,expert;J_03_099]	m	Curved	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	Neutral	0	1	0
[marionette;F_03_073,expert;J_03_099]	m	Curved	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	nan	0	1	0
[kangaroo_3;K_02_012,marionette;F_03_073]	m	Curved	1.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	0	1	0
[kangaroo_3;K_02_012,marionette;F_03_073]	m	Curved	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Z-shaped	1	Neutral	Neutral	Neutral	0	1	0
[hatbrim;J_03_106,q_tip;F_03_074]	i	Bent	0.0	nan	nan	Open	1.0	OneHanded	Curved	1	Head	HeadAway	nan	0	nan	0
[hatbrim;J_03_106,q_tip;F_03_074]	i	Bent	0.0	nan	nan	Open	1.0	OneHanded	nan	1	Head	HeadAway	HeadAway	0	nan	0
[massage;H_01_100,dresser;F_03_075]	imrp	Curved	1.0	1.0	1.0	Open	0.0	SymmetricalOrAlternating	Z-shaped	1	Neutral	Neutral	Neutral	0	curved_5	0
[crumple;K_01_124,dresser;F_03_075]	imrp	Curved	1.0	1.0	1.0	Open	1.0	SymmetricalOrAlternating	Z-shaped	1	Neutral	Neutral	Neutral	1	curved_5	0
[inch;H_01_056,assistant;F_03_076]	t	nan	nan	nan	nan	Open	nan	AsymmetricalSameHandshape	Straight	1	Hand	FingerTip	nan	1	a	0
[inch;H_01_056,assistant;F_03_076]	t	nan	nan	nan	nan	Open	nan	AsymmetricalSameHandshape	Straight	1	Hand	FingerUlnar	HandAway	1	a	0
[flipflops;F_03_077,escape;G_01_012]	i	FullyOpen	0.0	nan	nan	Closed	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Other	nan	1	5	0
[flipflops;F_03_077,escape;G_01_012]	i	FullyOpen	0.0	nan	nan	Closed	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Other	HandAway	1	5	0
[sophomore;J_01_107,flipflops;F_03_077]	i	FullyOpen	1.0	nan	nan	Closed	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Other	nan	1	5	0
[sophomore;J_01_107,flipflops;F_03_077]	i	FullyOpen	0.0	nan	nan	Closed	0.0	AsymmetricalDifferentHandshape	Straight	1	Hand	FingerTip	nan	1	5	0
[cancer;G_03_056,ok;F_03_080]	imrp	Curved	nan	0.0	0.0	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[cancer;G_03_056,ok;F_03_080]	imrp	Curved	nan	0.0	nan	Open	0.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[opportunity;J_02_090,ok;F_03_080]	imrp	Curved	nan	0.0	nan	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[opportunity;J_02_090,ok;F_03_080]	imrp	Curved	nan	0.0	nan	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	o	0
[hatbrim;J_03_106,clueless;F_03_082]	i	Bent	0.0	nan	nan	Open	1.0	OneHanded	Straight	1	Head	HeadAway	HeadAway	0	nan	0
[hatbrim;J_03_106,clueless;F_03_082]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Curved	1	Head	HeadAway	HeadAway	0	nan	0
[clueless;F_03_082,pineapple_3;K_02_011]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Straight	1	Head	Eye	HeadAway	0	nan	0
[clueless;F_03_082,pineapple_3;K_02_011]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Straight	1	Head	HeadAway	Eye	0	nan	0
[plummet;G_03_028,CANCEL;F_03_083]	i	FullyOpen	0.0	nan	nan	Closed	0.0	AsymmetricalDifferentHandshape	Curved	0	Hand	Palm	HandAway	1	B	1
[plummet;G_03_028,CANCEL;F_03_083]	i	FullyOpen	0.0	nan	nan	Closed	0.0	AsymmetricalDifferentHandshape	X-shaped	0	Hand	Palm	HandAway	1	B	0
[once;J_02_059,CANCEL;F_03_083]	i	Flat	0.0	nan	nan	Closed	0.0	AsymmetricalDifferentHandshape	X-shaped	0	Hand	Palm	HandAway	1	B	1
[once;J_02_059,CANCEL;F_03_083]	i	FullyOpen	0.0	nan	nan	Closed	0.0	AsymmetricalDifferentHandshape	Curved	0	Hand	Palm	HandAway	1	B	1
[story_2;J_01_007,sausage;F_03_088]	imrp	Curved	1.0	0.0	0.0	Open	1.0	SymmetricalOrAlternating	Straight	1	Neutral	Neutral	Neutral	1	o	1
[pop_3;K_02_115,sausage;F_03_088]	imrp	Curved	1.0	0.0	0.0	Open	1.0	SymmetricalOrAlternating	BackAndForth	1	Neutral	Neutral	Neutral	1	o	0
[wrap_up;F_03_091,jump_rope;G_01_019]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	baby_o	1
[wrap_up;F_03_091,jump_rope;G_01_019]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Other	1	Neutral	Neutral	Neutral	0	baby_o	0
[wrap_up;F_03_091,toy_3;H_03_070]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	Neutral	0	baby_o	1
[wrap_up;F_03_091,toy_3;H_03_070]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Other	1	Neutral	Neutral	nan	0	baby_o	1
[wrap_up;F_03_091,knitting_2;K_02_025]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	0	baby_o	1
[wrap_up;F_03_091,knitting_2;K_02_025]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Other	1	Neutral	Neutral	Neutral	1	baby_o	1
[ostrich;F_03_098,scoop;J_03_044]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	AsymmetricalDifferentHandshape	Z-shaped	0	Hand	HandAway	HandAway	0	C	0
[ostrich;F_03_098,scoop;J_03_044]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	AsymmetricalDifferentHandshape	Curved	0	Hand	HandAway	HandAway	0	C	1
[catch_baseball;K_02_058,ostrich;F_03_098]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	AsymmetricalDifferentHandshape	Curved	0	Hand	HandAway	Palm	0	C	0
[catch_baseball;K_02_058,ostrich;F_03_098]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	AsymmetricalDifferentHandshape	Curved	0	Hand	HandAway	HandAway	1	C	0
[child;F_03_101,camel;G_01_042]	imrp	Flat	0.0	0.0	0.0	Open	0.0	OneHanded	Z-shaped	1	Neutral	Neutral	Neutral	0	nan	0
[child;F_03_101,boston;J_03_001]	imrp	Flat	0.0	0.0	0.0	Closed	0.0	OneHanded	Straight	1	Neutral	Neutral	Neutral	0	nan	0
[rich;F_03_103,snail;G_01_067]	im	FullyClosed	1.0	nan	1.0	Closed	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	C	0
[rich;F_03_103,snail;G_01_067]	imrp	FullyClosed	1.0	nan	1.0	Closed	1.0	AsymmetricalDifferentHandshape	Curved	0	Hand	Palm	HandAway	1	C	0
[hitchhike;J_02_034,refrigerator;G_01_001]	t	nan	nan	nan	nan	Open	nan	OneHanded	Straight	1	Body	BodyAway	BodyAway	0	a	0
[hitchhike;J_02_034,refrigerator;G_01_001]	t	nan	nan	nan	nan	Open	nan	SymmetricalOrAlternating	Straight	1	Body	BodyAway	BodyAway	0	nan	0
[disappoint;G_03_018,spot_something;G_01_002]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	Straight	0	Head	Eye	nan	1	nan	0
[disappoint;G_03_018,spot_something;G_01_002]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	nan	0	Head	Chin	nan	1	nan	0
[deaf_school;H_01_022,spot_something;G_01_002]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	nan	0	Head	Other	nan	1	nan	0
[deaf_school;H_01_022,spot_something;G_01_002]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	nan	0	Head	Eye	nan	0	nan	0
[sneeze_2;K_02_023,spot_something;G_01_002]	i	Flat	0.0	nan	nan	Closed	0.0	OneHanded	nan	0	Head	Eye	nan	1	nan	0
[sneeze_2;K_02_023,spot_something;G_01_002]	i	FullyOpen	0.0	nan	nan	Closed	0.0	OneHanded	nan	0	Head	UpperLip	nan	1	nan	0
[limited;G_01_003,go_ahead;J_01_041]	imrp	Flat	0.0	0.0	0.0	Open	0.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	nan	0	flat_b	0
[soon_1;G_01_004,cheek;G_03_052]	i	Bent	0.0	nan	nan	Open	1.0	OneHanded	Straight	1	Head	Chin	nan	1	nan	0
[soon_1;G_01_004,cheek;G_03_052]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Straight	1	Head	CheekNose	nan	1	nan	0
[lesbian;H_01_057,soon_1;G_01_004]	i	FullyOpen	0.0	nan	nan	Open	1.0	OneHanded	Straight	1	Head	Chin	nan	1	nan	0
[lesbian;H_01_057,soon_1;G_01_004]	i	Curved	0.0	nan	nan	Open	0.0	OneHanded	Straight	1	Head	Chin	nan	1	nan	0
[soon_1;G_01_004,know_nothing;H_02_064]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Straight	0	Head	Chin	nan	1	nan	0
[soon_1;G_01_004,know_nothing;H_02_064]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Straight	1	Head	Forehead	nan	1	nan	0
[soon_1;G_01_004,fireman_2;K_03_052]	i	Curved	0.0	nan	nan	Open	0.0	OneHanded	Straight	1	Head	Chin	nan	1	nan	0
[soon_1;G_01_004,fireman_2;K_03_052]	i	Curved	0.0	nan	nan	Open	1.0	OneHanded	Straight	1	Head	Forehead	nan	1	nan	0
[hoe;G_01_007,downhill;H_03_012]	imrp	Flat	0.0	0.0	0.0	Closed	0.0	AsymmetricalSameHandshape	Straight	1	Hand	Palm	HandAway	1	flat_b	0
[hoe;G_01_007,downhill;H_03_012]	imrp	Flat	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	0	Hand	Palm	HandAway	1	flat_b	0
[hoe;G_01_007,pet_2;K_02_085]	imrp	Flat	1.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	Palm	HandAway	1	flat_b	0
[guillotine_1;G_01_008,leather;G_02_008]	imrp	Flat	0.0	0.0	0.0	Open	0.0	OneHanded	Curved	1	Body	Clavicle	BodyAway	0	nan	1
[guillotine_1;G_01_008,leather;G_02_008]	imrp	Flat	0.0	0.0	0.0	Open	0.0	OneHanded	Curved	1	Body	BodyAway	BodyAway	1	nan	1
[pizza_1;G_01_013,different_situation;J_01_075]	i	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	nan	1	Neutral	Neutral	nan	0	l	1
[pizza_1;G_01_013,different_situation;J_01_075]	i	FullyOpen	0.0	nan	nan	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	nan	0	nan	1
[incredible;J_03_080,pizza_1;G_01_013]	i	FullyOpen	0.0	nan	nan	Open	0.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	nan	0	l	1
[incredible;J_03_080,pizza_1;G_01_013]	i	FullyOpen	0.0	nan	nan	Open	0.0	SymmetricalOrAlternating	nan	1	Neutral	Neutral	Neutral	0	l	1
[near;G_01_014,bother;H_01_040]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerBack	nan	0	open_b	0
[near;G_01_014,minimum;J_03_077]	imrp	FullyOpen	0.0	0.0	0.0	Open	0.0	AsymmetricalSameHandshape	Curved	1	Hand	FingerBack	nan	1	open_b	0
[tape;G_01_017,abbreviate;G_01_040]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	DominanceViolation	Straight	0	Hand	FingerRadial	HandAway	1	DominanceConditionViolation	0
[tape;G_01_017,abbreviate;G_01_040]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	DominanceViolation	Straight	0	Hand	FingerBack	HandAway	1	DominanceConditionViolation	1
[stand_2;K_02_081,tape;G_01_017]	im	FullyOpen	1.0	0.0	0.0	Closed	0.0	DominanceViolation	Straight	0	Hand	FingerBack	HandAway	1	DominanceConditionViolation	0
[stand_2;K_02_081,tape;G_01_017]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	DominanceViolation	Curved	0	Hand	FingerBack	HandAway	1	DominanceConditionViolation	0
[knife_2;K_03_043,tape;G_01_017,locker;K_01_126]	im	FullyOpen	0.0	0.0	0.0	Closed	0.0	DominanceViolation	Straight	0	Hand	FingerBack	FingerBack	1	DominanceConditionViolation	0
[early;G_01_018,touch;G_03_063]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	BackAndForth	0	Hand	PalmBack	HandAway	1	B	0
[early;G_01_018,touch;G_03_063]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	PalmBack	HandAway	1	5	0
[early;G_01_018,naked;H_01_087]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	Curved	0	Hand	PalmBack	HandAway	1	B	0
[early;G_01_018,naked;H_01_087]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	Straight	0	Hand	PalmBack	HandAway	1	C	0
[jump_rope;G_01_019,replace;J_03_007]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	0	baby_o	0
[jump_rope;G_01_019,replace;J_03_007]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	0	baby_o	0
[jump_rope;G_01_019,tuesday;J_03_087]	i	Bent	0.0	nan	nan	Open	1.0	OneHanded	Circular	1	Neutral	Neutral	Neutral	0	baby_o	0
[jump_rope;G_01_019,tuesday;J_03_087]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Circular	1	Neutral	Neutral	Neutral	0	nan	0
[develop;H_01_050,highlighter;G_01_020]	m	Bent	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	FingerFront	1	B	0
[develop;H_01_050,highlighter;G_01_020]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	FingerFront	1	B	0
[score;H_01_060,highlighter;G_01_020]	i	Curved	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	FingerFront	1	B	0
[score;H_01_060,highlighter;G_01_020]	i	Bent	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	HandAway	1	B	0
[therapy;H_03_088,highlighter;G_01_020]	i	Bent	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	1	Hand	Palm	FingerFront	1	B	0
[therapy;H_03_088,highlighter;G_01_020]	i	Bent	0.0	nan	nan	Open	1.0	AsymmetricalDifferentHandshape	Straight	0	Hand	Palm	nan	1	B	0
[busted;G_01_022,hanukkah;G_02_030]	imrp	FullyOpen	0.0	1.0	0.0	Closed	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	5	0
[busted;G_01_022,hanukkah;G_02_030]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	4	0
[complain;G_01_023,cellphone;K_01_128]	imrp	Curved	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	1	Head	TorsoMid	nan	1	nan	0
[complain;G_01_023,policeman_2;K_03_104]	imrp	Curved	0.0	0.0	0.0	Open	0.0	OneHanded	Straight	1	Body	TorsoMid	nan	1	nan	0
[free;G_01_027,brick;H_02_085]	i	Curved	1.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	f	0
[free;G_01_027,brick;H_02_085]	i	Curved	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	f	0
[free;G_01_027,deal_cards;J_02_074]	i	Bent	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	f	0
[free;G_01_027,deal_cards;J_02_074]	i	Curved	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	1	baby_o	0
[free;G_01_027,hang_clothes;K_02_069]	i	Curved	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Straight	0	Neutral	Neutral	Neutral	1	f	0
[free;G_01_027,hang_clothes;K_02_069]	i	Curved	0.0	nan	nan	Open	1.0	SymmetricalOrAlternating	Curved	0	Neutral	Neutral	Neutral	0	f	0
[different_situation;J_01_075,pitcher;G_01_028]	i	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	Curved	1	Neutral	Neutral	nan	0	nan	1
[different_situation;J_01_075,pitcher;G_01_028]	p	FullyOpen	0.0	nan	nan	Open	0.0	OneHanded	nan	1	Neutral	Neutral	nan	0	nan	1
[place;G_01_029,supervise;J_01_018]	im	Stacked	0.0	nan	0.0	Open	1.0	SymmetricalOrAlternating	Circular	0	Neutral	Neutral	Neutral	1	p	0
[place;G_01_029,supervise;J_01_018]	im	Stacked	0.0	nan	0.0	Open	1.0	SymmetricalOrAlternating	Curved	1	Neutral	Neutral	Neutral	1	p	0
[sweat;H_02_051,stare;G_01_034]	imrp	Flat	0.0	1.0	0.0	Closed	0.0	OneHanded	Straight	0	Head	CheekNose	HeadAway	1	nan	0
[sweat;H_02_051,stare;G_01_034]	im	Flat	0.0	1.0	0.0	Open	0.0	OneHanded	Straight	0	Head	CheekNose	HeadAway	1	nan	0
[humor;H_03_063,stare;G_01_034]	im	Flat	0.0	0.0	0.0	Closed	0.0	OneHanded	Straight	0	Head	CheekNose	HeadAway	1	nan	0
[humor;H_03_063,stare;G_01_034]	im	Flat	0.0	1.0	0.0	Closed	0.0	OneHanded	Straight	1	Head	CheekNose	HeadAway	1	nan	0
[tty;G_01_035,knight;H_01_054]	i	Bent	0.0	nan	nan	Open	1.0	OneHanded	Straight	0	Neutral	Neutral	Neutral	0	nan	0
[tty;G_01_035,knight;H_01_054]	i	Bent	nan	nan	nan	Open	1.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0	nan	0
[all_way;H_01_084,third;J_02_072,forest;G_01_038,knock_off;H_03_035]	imrp	FullyOpen	0.0	1.0	0.0	Open	0.0	OneHanded	Curved	0	Neutral	Neutral	Neutral	0	nan	1
[third;J_02_072,forest;G_01_038]	im	FullyOpen	0.0	1.0	0.0	Open	0.0	OneHanded	Curved	1	Neutral	Neutral	Neutral	0	nan	1
[maid;G_01_044,dinner;J_02_023]	mrp	Curved	0.0	0.0	0.0	Open	1.0	OneHanded	Straight	1	Head	Chin	nan	1	nan	0
[maid;G_01_044,dinner;J_02_023]	mr	Curved	0.0	0.0	0.0	Open	1.0	OneHanded	Straight	1	Head	Chin	HeadAway	1	nan	0
[stretch_1;K_02_108,support_1;G_01_052]	imrp	FullyClosed	0.0	nan	nan	Closed	1.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerUlnar	FingerUlnar	1	s	0
[stretch_1;K_02_108,support_1;G_01_052]	imrp	FullyClosed	0.0	nan	0.0	Closed	1.0	AsymmetricalSameHandshape	Straight	1	Hand	FingerUlnar	HandAway	1	s	0
[naked;H_01_087,sharp_1;G_01_055]	m	Flat	0.0	nan	nan	Open	0.0	AsymmetricalDifferentHandshape	Curved	0	Hand	PalmBack	HandAway	1	1	0
